HybridID,PC1,scaffold_0_169794,scaffold_0_212795,scaffold_0_217123,scaffold_0_337936,scaffold_0_341017,scaffold_0_358525,scaffold_0_358535,scaffold_0_502805,scaffold_0_502807,scaffold_0_502808,scaffold_0_633570,scaffold_0_633597,scaffold_0_697387,scaffold_0_827857,scaffold_0_837632,scaffold_0_937789,scaffold_0_937810,scaffold_0_946633,scaffold_0_959733,scaffold_0_973190,scaffold_0_1325166,scaffold_0_1325183,scaffold_0_1839752,scaffold_0_1985486,scaffold_0_1988457,scaffold_0_2033916,scaffold_0_2033979,scaffold_0_2087595,scaffold_0_2087604,scaffold_0_2087605,scaffold_0_2087671,scaffold_0_2278492,scaffold_0_2325356,scaffold_0_2359661,scaffold_0_2364990,scaffold_0_2364993,scaffold_0_2582499,scaffold_0_2582514,scaffold_0_2782786,scaffold_0_2782860,scaffold_0_3261833,scaffold_0_3426417,scaffold_0_3426419,scaffold_0_3785116,scaffold_0_4096946,scaffold_0_4363923,scaffold_0_4389029,scaffold_0_4548444,scaffold_0_4850749,scaffold_0_5071706,scaffold_0_5419399,scaffold_0_5419420,scaffold_0_5472346,scaffold_0_5472362,scaffold_0_5652794,scaffold_0_6000501,scaffold_0_6157670,scaffold_0_6251368,scaffold_0_6374044,scaffold_0_6387589,scaffold_0_6399461,scaffold_0_6532107,scaffold_0_6817045,scaffold_0_6817061,scaffold_0_6844226,scaffold_0_6854671,scaffold_0_7061265,scaffold_0_7090622,scaffold_0_7146161,scaffold_0_7270121,scaffold_0_7360414,scaffold_0_7560767,scaffold_0_7560774,scaffold_0_7591317,scaffold_0_7893575,scaffold_0_7926484,scaffold_0_8044200,scaffold_0_8123054,scaffold_0_8123115,scaffold_0_8310002,scaffold_0_8345400,scaffold_0_8411263,scaffold_0_8482348,scaffold_0_8578619,scaffold_0_8829227,scaffold_0_8989166,scaffold_0_8989175,scaffold_0_9136991,scaffold_0_9136995,scaffold_0_9159519,scaffold_0_9486992,scaffold_0_10051559,scaffold_0_10071521,scaffold_0_10075237,scaffold_0_10075312,scaffold_0_10759234,scaffold_0_10759299,scaffold_0_10793672,scaffold_0_10793764,scaffold_0_11161191,scaffold_0_11161192,scaffold_0_11161220,scaffold_0_11161266,scaffold_0_11161297,scaffold_0_11268452,scaffold_0_11488535,scaffold_0_11488624,scaffold_0_12199756,scaffold_0_12538580,scaffold_0_12843237,scaffold_0_12844052,scaffold_0_12921128,scaffold_0_12921135,scaffold_0_12921138,scaffold_0_13419971,scaffold_0_14039398,scaffold_0_14258847,scaffold_0_14258868,scaffold_0_14258894,scaffold_0_14258907,scaffold_0_14345619,scaffold_0_14886529,scaffold_0_14967006,scaffold_0_14971946,scaffold_0_14971981,scaffold_0_15053418,scaffold_0_15118060,scaffold_0_15218636,scaffold_0_15370056,scaffold_0_15728889,scaffold_0_16103060,scaffold_0_16149180,scaffold_0_16222976,scaffold_0_16223129,scaffold_0_16382662,scaffold_0_16382740,scaffold_0_16438537,scaffold_0_16489752,scaffold_0_16491630,scaffold_0_16567454,scaffold_0_16578666,scaffold_0_17182901,scaffold_0_17241716,scaffold_0_17241786,scaffold_0_17457773,scaffold_0_18374841,scaffold_0_18441968,scaffold_0_18445863,scaffold_0_18664702,scaffold_0_18725296
5140,-0.016271272,AB,AB,AB,AB,AB,AA,AB,AA,AA,AA,BB,AB,BB,AB,AB,AB,AA,AB,AB,AA,AA,AA,BB,AA,AA,AB,AA,AB,AB,AB,AB,AA,AB,AB,AA,AA,AB,AA,BB,AA,AB,BB,AB,AA,AB,AB,AA,BB,AB,BB,AB,BB,AB,AB,AB,AB,AB,AB,AB,AA,AA,AB,BB,BB,AA,AB,AA,AA,AB,AA,BB,AA,BB,AB,AA,BB,AA,AA,BB,AA,BB,AA,AA,BB,AA,AA,AA,AB,AA,AA,BB,BB,AA,AA,BB,AA,AB,AB,AA,AA,AA,AB,AB,AB,AA,AA,AB,AA,AA,AB,AA,AA,AA,AA,AB,AA,AB,AA,AB,AA,BB,AA,AB,BB,AA,AB,AA,BB,AA,AB,AB,AB,AB,AB,BB,BB,BB,AB,AB,AB,AA,AA,BB,BB,AB,AA,AB,AA,AB,BB
5497,-0.016207245,AA,AA,AA,AB,NA,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,BB,AA,AA,AA,AB,AB,AB,AB,AB,AB,AA,BB,AB,AB,AB,AB,BB,AA,AB,AA,AA,AB,AB,AB,AB,AB,AA,AA,AA,AB,AB,AA,BB,AB,BB,AB,BB,BB,AA,AB,AB,AB,AA,BB,AA,AA,AB,BB,BB,AA,AA,AA,AA,BB,AA,BB,AA,BB,AB,AA,AB,AA,AA,AB,NA,BB,AA,AA,BB,AA,AA,AA,AB,AA,AA,BB,AA,AA,AA,BB,AA,AB,AB,AA,AA,AA,AB,AB,AB,AA,AA,BB,AA,AA,AA,NA,AA,AA,AA,AB,AA,BB,AA,BB,AA,BB,AA,AB,BB,AA,AA,AA,BB,AA,BB,AB,BB,AB,AB,BB,BB,BB,BB,NA,AA,AA,AA,BB,BB,AB,NA,BB,AA,BB,BB
5164,-0.01579015,BB,AA,AA,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,BB,AB,AA,AA,AB,AB,AB,AA,AB,AB,AA,AB,AB,AB,AB,AB,AB,AA,AB,AB,AB,AB,AB,AB,AB,AB,AB,AA,AB,AA,AA,AB,AB,BB,AB,AB,AB,BB,AA,AB,AA,AB,BB,AA,AB,AA,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,BB,AB,AB,AA,AB,AB,AB,AB,AB,AA,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AA,AA,AB,AB,AB,AA,AA,AA,BB,AB,AB,AB,AB,AA,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,BB,AB,AA,AB,AB,AB,AB,AB,AB,AA,AB,AB,AB,AB,AB,AB,AB,AB,BB,AA,BB,AB,AB,AB,AB,AB,AB,AB,AA,AB
5460,-0.015676158,AA,AA,AA,NA,NA,NA,NA,NA,NA,NA,BB,BB,BB,AA,AA,NA,NA,AA,AB,AA,AA,AA,BB,AA,AA,NA,AA,AB,AB,AB,AB,AA,NA,BB,NA,NA,NA,NA,NA,AA,AA,NA,NA,AA,BB,BB,AA,BB,AA,NA,BB,BB,NA,NA,AA,BB,BB,BB,AB,AA,AA,NA,BB,BB,AA,NA,AA,AA,NA,AA,BB,AA,BB,BB,AA,NA,NA,AA,AB,NA,BB,AA,NA,NA,AA,AA,AA,BB,AA,NA,NA,AA,AA,AA,BB,AA,AA,AB,NA,NA,NA,NA,BB,BB,AA,AA,AA,NA,AA,AA,AA,NA,NA,NA,AB,AA,AA,AA,AA,AA,BB,NA,NA,NA,NA,NA,AA,BB,NA,NA,BB,AB,NA,NA,BB,BB,NA,AA,NA,AA,AA,AA,NA,NA,BB,NA,BB,AA,AB,NA
5068,-0.015572639,BB,AA,AA,AB,AB,AA,AB,AA,AA,AA,BB,BB,BB,AB,AB,AA,AA,AB,AB,AA,AA,AA,BB,AA,AA,AB,AA,AB,AB,AB,AB,AA,AB,AA,AA,AA,AB,AA,BB,AA,AA,BB,AB,AB,AA,AA,AB,AB,BB,AB,BB,BB,BB,AA,AB,AA,NA,BB,AA,AB,AB,AA,AB,AB,AB,AA,AB,AB,AB,AB,AB,AB,AB,BB,BB,AB,AA,AB,AB,AB,AA,AB,AA,AA,AB,AB,AB,AB,AA,AB,AB,BB,AB,AB,AB,AB,AA,AA,NA,AB,AB,AA,AA,AA,BB,AB,AB,BB,AA,AA,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,BB,AA,AB,AB,AA,AA,AB,AB,AA,AB,AB,AB,AB,AB,AB,AB,AB,AB,AA,AA,AA,BB,BB,AB,AA,AB,AB,AB,BB
5375,-0.015429766,AA,AB,AB,AB,AB,AA,AA,AA,AA,AA,BB,BB,BB,AB,AB,AB,AA,AB,AB,AA,AA,AA,BB,AA,AA,AB,AA,AB,AB,AB,AB,AA,AB,BB,AA,AA,AB,AA,BB,AA,AB,BB,AB,AA,AB,AB,AA,BB,AB,BB,AB,BB,AB,AB,AB,AB,AB,AB,AB,AA,AA,AA,BB,BB,AA,AB,AA,AA,AB,AA,BB,AA,BB,AB,AA,AB,AA,AA,AB,AA,BB,AA,AB,BB,AA,AA,AA,AB,AA,AA,BB,AB,AA,AA,BB,AA,AB,AA,AA,AA,AA,AB,AB,AB,AA,AA,AB,AA,AA,BB,AA,AA,AA,AA,AB,AA,AB,AA,AB,AA,BB,NA,AA,BB,AA,AA,AA,BB,AA,AB,AB,AB,AB,AB,BB,BB,BB,AB,AB,AB,AA,AA,BB,BB,AB,AA,BB,AB,AA,BB
5492,-0.015315627,AA,AA,AA,AB,NA,BB,AA,AB,AB,AB,AB,AB,AB,AB,NA,BB,BB,AA,AA,AB,AA,AA,AB,AB,AB,NA,AA,AB,AB,AB,AB,BB,AA,NA,AB,AB,NA,NA,AB,BB,NA,NA,NA,NA,AA,AA,AB,NA,BB,AB,BB,BB,BB,AA,AB,AA,AA,NA,AA,AA,AB,NA,BB,BB,AA,NA,BB,AB,NA,NA,BB,AB,AB,AB,AA,BB,AA,AA,AB,NA,BB,NA,BB,BB,AA,AA,AA,AB,AA,NA,BB,AA,AA,NA,BB,AA,AA,NA,AA,AA,AA,AA,AB,AB,NA,NA,BB,NA,AA,NA,AA,AA,AA,AA,BB,AA,NA,NA,NA,NA,BB,AA,NA,BB,AA,AA,AA,BB,AA,BB,NA,AB,BB,BB,BB,BB,BB,AA,AA,NA,NA,AA,BB,BB,AB,AA,BB,NA,BB,BB
5540,-0.015207564,NA,AA,AA,BB,BB,AA,BB,AA,AA,AA,BB,BB,BB,BB,BB,BB,AA,AA,AA,AA,AA,AA,BB,AA,AA,AA,AA,AB,BB,BB,BB,AA,AA,BB,AA,AA,BB,AA,BB,NA,BB,BB,AA,AA,AA,AA,AB,BB,BB,BB,BB,BB,NA,NA,BB,AA,BB,BB,AA,AA,AA,AA,BB,BB,AA,BB,AA,AA,BB,AA,BB,AA,BB,BB,AA,BB,AA,AA,BB,AA,BB,AA,AA,BB,AA,AA,AA,AB,AA,AA,NA,BB,AA,AA,BB,AA,AA,AA,AA,NA,NA,NA,AA,AA,NA,AA,BB,NA,AA,AA,AA,AA,AA,AA,BB,AA,BB,AA,BB,AA,BB,AA,NA,BB,AA,AA,AA,BB,AA,AA,BB,BB,BB,BB,BB,BB,BB,BB,NA,AA,NA,AA,BB,BB,BB,AA,BB,BB,AB,BB
5090,-0.015149672,NA,NA,AA,BB,NA,AA,BB,NA,NA,NA,NA,NA,BB,NA,BB,NA,NA,AA,NA,AA,AA,AA,BB,AA,AA,AA,NA,AB,BB,BB,BB,NA,AA,BB,NA,NA,NA,NA,BB,NA,AB,BB,AA,AA,NA,AA,NA,BB,BB,BB,BB,BB,NA,NA,NA,NA,BB,NA,NA,AA,NA,NA,BB,BB,NA,NA,AA,NA,NA,NA,BB,AA,BB,BB,AA,NA,NA,AA,BB,NA,BB,NA,NA,NA,NA,NA,NA,NA,NA,AA,NA,NA,NA,NA,NA,NA,NA,NA,AA,NA,NA,NA,NA,NA,NA,NA,BB,NA,NA,NA,AA,AA,AA,AA,NA,NA,NA,NA,NA,NA,NA,AA,NA,BB,AA,AA,AA,NA,AA,NA,NA,NA,NA,NA,BB,BB,NA,NA,NA,AA,AA,AA,NA,NA,NA,AA,AB,BB,NA,NA
5532,-0.014422593,AB,AA,AA,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,BB,AB,AA,AA,AB,AB,AB,AA,BB,AB,AA,AB,AB,AB,AB,AB,AB,AA,AB,AB,AB,AB,AB,AB,AB,AB,AB,AA,AB,AA,AA,AB,AB,BB,AB,AB,AB,BB,AA,AB,AA,AB,BB,AA,AB,AB,AA,AB,AB,AB,AB,AB,AB,AB,AA,AB,AB,AB,AB,AB,AB,AA,AB,AB,AB,BB,AB,AA,AB,AB,AB,AB,AA,BB,AB,AB,BB,AB,AB,BB,AB,AA,AA,AB,AB,AB,AA,AA,AA,BB,AB,AB,AB,AB,AA,AB,AA,AA,AA,AB,AB,AB,AB,AB,AB,AB,AB,AA,AB,AB,AA,AB,AB,AB,AA,AB,AB,AB,AB,AB,AB,AB,AB,AB,AA,AB,AB,AB,AB,AB,AB,AB,AB,AA,AB
5015,-0.014228159,AB,AA,AA,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,BB,AB,AA,AA,AB,AB,AB,AB,AB,AB,AA,AB,AB,AB,AB,AB,AB,AA,AB,AB,AB,AB,AB,AB,AB,AA,AB,AA,AB,AA,AA,AB,AB,BB,AB,AA,AA,BB,AA,AB,AA,AB,BB,AA,AB,AA,AA,AB,AB,AB,AB,AB,AB,AB,AA,AB,AB,AB,AB,AB,AB,AA,AA,AB,AA,BB,AA,BB,BB,AA,AA,AA,AB,AA,AA,BB,AA,AA,AA,BB,AA,BB,BB,AA,AA,AA,BB,BB,BB,AA,NA,AA,AA,AA,BB,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,BB,AA,BB,BB,AA,BB,AA,BB,AA,BB,AA,AA,AA,AA,BB,BB,BB,AA,AA,BB,AA,AA,BB,BB,AA,AA,AA,AA,BB,BB
5409,-0.013010697,AB,AA,AA,BB,AB,AB,AB,BB,BB,BB,AB,AB,AB,AB,AB,BB,BB,AA,AA,AB,AB,AB,AB,AB,AB,AA,AB,AB,AB,AB,AB,AB,AA,AA,BB,BB,BB,AA,AB,AB,AB,NA,NA,AA,AA,AA,AB,AB,BB,AB,AB,AB,BB,AA,BB,AA,BB,BB,AA,AB,BB,AA,AB,AB,AA,AB,AB,AB,AB,AA,AA,AB,AB,AA,AB,AB,AA,AB,AB,AB,AB,AA,AA,NA,AB,BB,BB,AA,AA,AB,AB,AB,AB,AB,AA,AB,AA,AB,AB,AA,AA,AA,AA,AA,BB,BB,AB,AB,AA,AA,BB,BB,BB,BB,AB,BB,AA,AA,AA,AA,BB,AA,AB,BB,AA,AB,AA,BB,AA,AB,BB,BB,AB,BB,BB,BB,BB,AB,BB,AB,AA,AA,BB,BB,AA,AA,AB,AB,AB,BB
5439,-0.012833731,AB,AA,AA,BB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,BB,AB,AA,AA,AB,AB,AB,AB,AB,AB,AA,AB,AB,AB,AB,AB,AB,AA,AB,AB,AB,AA,BB,AB,AB,AB,AA,AA,AA,AB,AA,AB,AB,BB,AB,AB,AB,BB,AA,AB,AA,AB,BB,AA,AB,AB,AA,AB,AB,AB,AA,AB,AB,AB,AA,AB,AB,AB,AB,AB,AB,AA,AA,AB,AA,BB,AA,AB,BB,AA,AA,AA,AB,AA,AA,BB,AB,AA,AA,BB,AA,AB,AB,AA,AA,AA,AA,AB,AB,NA,AA,AB,AA,AA,AB,AA,AA,AA,AA,AB,AA,AB,AA,AB,AA,BB,AA,AB,BB,AA,AB,AA,BB,AA,AB,AB,AB,AB,AB,BB,BB,BB,AB,AA,AB,AA,AA,BB,BB,BB,AA,AB,BB,AB,BB
5137,-0.012716565,AB,AA,AA,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,BB,AB,AA,AA,AA,AB,AB,AB,AB,AB,AA,AB,AB,AB,AB,AB,AB,AA,AB,AB,AB,AB,AB,AB,AB,AB,AB,AA,AA,AB,AB,AA,BB,AB,BB,AB,BB,AB,AB,AB,AB,AB,AB,AB,AA,AA,AB,BB,BB,AA,BB,AA,AA,AB,AA,BB,AA,BB,AB,AA,AB,NA,AA,AB,AA,BB,AA,AB,BB,AA,AA,AA,AB,AA,AA,BB,AB,AA,AA,BB,AA,AB,AB,AA,AA,AA,AB,AB,AB,AA,AA,AB,AA,AA,AA,AA,AA,AA,AA,AB,AA,AB,AA,AB,AA,BB,AA,AB,BB,AA,AB,AA,BB,AA,AB,AB,AB,AB,AB,BB,BB,BB,AB,AB,AB,AA,AA,BB,BB,AB,AA,AB,AB,AB,BB
5583,-0.012458664,AB,AB,AB,AB,AB,AA,AB,AA,AA,AA,BB,AB,BB,AB,AB,AB,AA,AB,BB,AA,AA,AA,BB,AA,AA,AB,AA,AB,AB,AB,AB,AA,AB,AB,AA,AA,BB,AA,BB,AA,AA,BB,AB,AA,AB,AB,AA,BB,AB,BB,AB,BB,BB,AA,BB,AB,AB,AB,AA,AA,AA,AB,BB,BB,AA,AB,AA,AA,AB,AA,BB,AA,BB,AB,AA,AB,AA,AA,AB,AA,BB,AA,BB,BB,AA,AA,AA,AB,AA,AA,BB,AA,AA,AA,BB,AA,BB,BB,AA,AA,AA,BB,BB,BB,AA,AA,AA,AA,AA,BB,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,BB,AA,BB,BB,AA,BB,AA,BB,AA,BB,AA,AA,AA,AA,BB,BB,BB,AA,AA,BB,AA,AA,BB,BB,AA,AA,AA,AA,AB,BB
5539,-0.012053054,AB,AB,AB,AB,AB,AA,AB,AA,AA,AA,BB,AA,BB,AB,BB,AB,AA,AB,AA,AA,AA,AA,BB,AA,AA,AB,AA,AB,AB,AB,AB,AA,AB,AB,AA,AA,AB,AA,BB,AA,BB,BB,AB,BB,AA,AA,BB,AA,BB,AA,AB,AB,BB,AA,AA,AA,AA,BB,AA,BB,BB,AA,AA,AA,BB,AB,BB,BB,AA,BB,AB,BB,AA,AA,BB,AA,AA,BB,AA,BB,AA,BB,AA,AA,BB,BB,BB,AA,BB,BB,AA,AA,BB,BB,AB,AB,AB,BB,AB,AB,AB,AB,BB,BB,AB,AB,AA,AB,AB,AA,BB,AB,AB,AB,AA,BB,AA,AB,AA,AB,AA,BB,AA,AA,BB,AA,BB,AA,BB,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,BB,BB,AA,AA,AB,BB,AA,AA,AA,AA
5129,-0.011929977,AB,AA,AB,AB,AB,AA,AB,AA,AA,AA,BB,AA,BB,AB,AA,AB,AA,AB,AB,AA,AA,AA,BB,AA,NA,AB,AA,AB,BB,BB,AB,AA,AB,AB,AA,AA,BB,AA,BB,AA,AB,BB,AB,AA,AB,AB,AA,BB,AB,BB,AB,BB,AB,AB,AB,AB,AA,AB,AB,AA,AA,AB,BB,BB,AA,BB,AA,AA,AB,AA,BB,AA,BB,AB,AA,AB,AB,AA,AB,AA,BB,AA,BB,BB,AA,AA,AA,AB,AA,AA,BB,AA,AA,AA,BB,AA,BB,BB,AA,AA,AA,BB,BB,BB,AA,AA,AA,AA,AA,BB,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,BB,AA,BB,BB,AA,BB,AA,BB,AA,BB,AA,AA,AA,AA,BB,BB,BB,AA,AA,BB,AA,AA,BB,BB,AA,AA,AA,AA,BB,BB
5126,-0.0115623,BB,AA,AA,AB,AB,AB,AB,BB,BB,BB,AA,AA,AB,AB,AB,BB,AB,AA,AA,AB,AB,AB,AA,AA,AA,AA,AB,AB,AB,AB,AB,AA,AA,AB,AB,AB,AB,AB,AB,AB,AA,AB,AA,AA,AA,AA,AA,BB,BB,BB,BB,BB,BB,AA,BB,AA,BB,BB,AA,AA,AA,AA,BB,BB,AA,BB,AA,AA,BB,AA,BB,AA,BB,BB,AA,BB,AA,AA,BB,AA,BB,AA,AA,BB,AA,AA,AA,AB,AA,AA,BB,BB,AA,AA,BB,AA,AA,BB,AA,AA,AA,AB,AB,AB,AA,AA,AB,AA,AA,AA,AA,AA,AA,AA,BB,AA,AA,AA,AA,AA,BB,AA,AA,BB,AA,AB,AA,BB,AA,BB,AB,AB,AB,AB,BB,BB,BB,BB,AA,AB,AA,AA,BB,BB,AB,AA,AB,NA,BB,BB
5079,-0.011541735,BB,AA,AA,BB,BB,AA,BB,AA,AA,AA,BB,BB,BB,BB,BB,BB,AA,AA,AA,AA,AA,AA,BB,AA,AA,AA,AA,AB,BB,BB,BB,AA,AA,BB,AA,AA,BB,AA,BB,AA,BB,BB,AA,AA,AA,AA,AA,BB,BB,BB,BB,BB,BB,AA,BB,AA,BB,BB,AA,AA,AA,AA,BB,BB,AA,BB,AA,AA,BB,AA,BB,AA,BB,BB,AA,BB,AA,AA,BB,AA,BB,AA,AA,BB,AA,AA,AA,AB,AA,AA,BB,BB,AA,AA,BB,AA,AA,AA,AA,AA,AA,AA,AA,AA,NA,AA,BB,AA,AA,AA,AA,AA,AA,AA,BB,AA,BB,AA,BB,AA,BB,AA,AA,BB,AA,AA,AA,BB,AA,AA,BB,BB,BB,BB,BB,BB,BB,BB,BB,AA,AA,AA,BB,BB,BB,AA,BB,BB,AA,BB
5422,-0.011406927,AA,BB,BB,AB,NA,AA,AB,AA,AA,AA,BB,BB,BB,AB,NA,AB,AA,AA,AA,AA,AA,AA,BB,AA,AA,NA,AA,AB,BB,BB,AB,AA,AB,AA,AA,AA,AA,AA,BB,AA,BB,BB,BB,AA,AA,AA,AA,NA,BB,BB,BB,BB,BB,AA,BB,AA,BB,BB,AA,AA,AA,AA,BB,BB,AA,NA,AA,AA,BB,AA,BB,AA,BB,AB,AA,BB,AA,AA,BB,AA,BB,AA,AA,BB,AA,AA,AA,AA,AA,AA,BB,BB,AA,AA,BB,AA,BB,AB,AA,AA,AA,AA,AB,AB,NA,AA,AB,AA,NA,AB,AA,AA,AA,AA,AB,AA,AB,AA,AB,AA,BB,NA,AA,BB,AA,AA,AA,BB,AA,BB,AB,AB,AA,AB,BB,BB,BB,AA,BB,AA,NA,AA,BB,BB,BB,AA,AB,AB,BB,BB
5412,-0.011380484,NA,AA,AA,BB,AB,AB,AB,AB,AB,AB,AB,AB,BB,AB,AB,BB,AB,AA,AA,AB,AB,AB,AB,AB,AB,AA,AB,AB,AB,AB,AB,AB,AA,AB,AB,AB,NA,NA,AB,AB,AA,AB,AA,AB,AA,AA,AB,AB,BB,AB,AB,AB,BB,AA,AB,AA,AB,BB,AA,BB,AB,AA,AB,AB,AB,AB,AB,AB,AB,AB,AA,AA,BB,AB,AB,AB,AA,AA,AB,AA,BB,AA,AB,BB,AA,AA,AA,AB,AA,AA,BB,BB,AA,AA,BB,AA,AB,AB,AA,AA,AA,AB,AB,AB,AA,NA,AB,NA,AA,BB,AA,AA,AA,AA,AB,AA,AB,AA,AB,AA,BB,AA,AB,BB,AA,AB,AA,BB,AA,AA,AB,AB,AB,AB,BB,BB,BB,BB,AB,AB,AA,AA,BB,BB,AB,AA,AB,AB,AB,BB
5511,-0.010992835,BB,AA,AA,BB,BB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,BB,AB,NA,AA,AA,AB,AB,AB,AB,AB,AA,AB,AB,AB,AB,AB,AB,AA,AA,AB,AB,AB,AB,BB,AB,AB,AB,AA,AA,AB,AB,AA,BB,AB,BB,AB,BB,BB,AA,AB,AB,AB,AB,AB,AA,AA,AB,BB,BB,AA,AB,AA,AA,AB,AA,BB,AA,BB,AB,AA,AB,AB,AA,AB,AA,BB,AA,BB,BB,AA,AA,AA,AA,AA,AA,BB,AB,AA,NA,BB,AA,AB,AA,AA,AA,AA,BB,AB,AB,AA,AA,AB,AA,NA,AA,AA,AA,AA,AA,AB,AA,BB,AA,BB,AA,BB,AA,AB,BB,AA,AB,AA,BB,AA,AA,AB,AB,AB,AB,BB,BB,BB,AA,BB,AB,AA,AA,BB,BB,AA,AA,AA,AA,BB,BB
5601,-0.010960644,AA,AA,AA,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,BB,AB,AA,AA,AB,AB,AB,AB,AB,AB,AA,AB,AB,AB,AB,AB,AB,AA,AB,AB,AB,AB,AB,AB,AB,AB,AB,AA,AA,AB,AB,AA,BB,AB,BB,AB,BB,AB,AB,AB,AB,AB,AB,AB,AA,AA,AB,BB,BB,AA,AB,AA,AA,AB,AA,BB,AA,BB,AB,AA,AA,AB,AA,AB,AA,BB,AA,AB,BB,AA,AA,AA,AB,AA,AA,BB,AB,AA,AA,BB,AA,BB,AB,AA,AA,AA,AB,AB,AB,AA,AA,AB,AA,AA,AB,AA,AA,AA,AA,AB,AA,AA,AA,AA,AA,BB,AA,BB,BB,AA,AB,AA,BB,AA,AB,AB,AA,AB,AB,BB,BB,BB,AB,AA,AB,AA,AA,BB,BB,AB,AA,AB,AB,AB,BB
5183,-0.010546818,AA,AA,AA,AA,AA,BB,AA,BB,BB,BB,AA,AA,AA,AA,AA,BB,BB,AA,AA,AB,BB,BB,AA,BB,BB,AA,BB,AA,AA,AA,AA,BB,AA,AA,BB,BB,AA,BB,AA,BB,AA,AA,AA,AB,AA,AA,AB,AB,BB,AB,AB,AB,BB,AA,AB,AA,AB,BB,AA,BB,AB,AA,AB,AB,AB,BB,AB,AB,BB,AA,AB,AA,BB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AA,NA,AB,AB,AB,AB,AB,BB,NA,AB,AB,BB,AB,AB,AA,AA,AB,AB,AB,AA,AA,AA,NA,AB,BB,AB,AB,AA,BB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AA,AB,AB,AA,AA,BB,AA,AA,AB,AA,AB,BB,AB,AB,AB,AB,AB,AA,AB,AA,AB,AB,AB,AA,AB,AB,AA,AB
5528,-0.010530116,BB,AA,AA,AB,BB,AA,BB,AB,AB,AB,AB,AB,AB,BB,AB,BB,AB,AA,AA,AB,AB,AB,AB,AB,AB,AA,AB,AB,AB,AB,AB,AB,AA,AA,AB,AB,AB,AB,AB,AB,AB,BB,AA,AA,AA,AA,AA,BB,BB,BB,BB,BB,BB,AA,BB,AA,BB,AB,AB,AA,AA,AB,BB,BB,AA,BB,AA,NA,AB,NA,BB,AA,BB,AB,AB,AB,BB,AA,AB,AA,NA,AA,AA,BB,AA,AA,AA,AB,AA,AB,BB,AA,AA,AA,BB,NA,NA,BB,AA,AA,AA,BB,AB,AB,AA,AA,AB,NA,AA,AB,AA,AA,AA,AA,BB,AA,AB,AA,AB,AA,BB,AA,NA,BB,AA,BB,AA,BB,AA,AB,AA,AA,AB,AB,BB,BB,BB,AA,AB,AB,AA,NA,BB,BB,AB,AA,AB,AB,BB,BB
5165,-0.010297763,AB,AB,AB,AB,AB,AA,BB,AA,AA,AA,BB,AB,BB,AB,AB,AB,AA,BB,AB,AA,AA,AA,BB,AA,AA,AB,AA,AB,AB,AB,AB,AA,AB,AB,AA,AA,AB,AA,BB,AA,AB,BB,AB,AA,AB,AB,AA,BB,AB,BB,AB,BB,AA,BB,AB,AB,AB,AB,AB,AA,AA,AB,BB,BB,AA,AB,AA,AA,AB,AA,BB,AA,BB,BB,AA,AB,AB,AA,AB,AA,BB,AA,AB,BB,AA,AA,AA,AB,AA,AA,BB,AB,AA,AA,BB,AA,AB,AA,AA,AA,AA,AB,BB,BB,AA,AA,BB,AA,NA,AB,AA,AA,AA,AA,AB,AA,AB,AA,AB,AA,BB,AA,AB,BB,AA,AB,AA,BB,AA,AB,AB,BB,AB,AB,BB,BB,BB,AB,AB,AB,AA,AA,BB,BB,AB,AA,AB,AB,AB,BB
